,Team,Season,C0,C1,C2,F0,F1,F2,G0,G1,G2,G3
33,alabama-state,2017,0.0,0.007620257183679949,0.0698523575170662,0.033814891252579776,0.0,0.28544213367201143,0.11287505953325924,0.0,0.25654865851722497,0.23384664232417843
34,alabama-state,2018,0.0,0.0222990492653414,0.13016421780466725,0.09853068280034573,0.0,0.08660328435609334,0.19775280898876405,0.0,0.19239412273120138,0.2722558340535869
35,albany-ny,2014,0.0,0.1428155904595695,0.0,0.1602675974403723,0.05162885398487493,0.2860674810936591,0.0,0.0,0.004363001745200698,0.35485747527632344
36,albany-ny,2015,0.0,0.051177536231884056,0.0,0.17149758454106281,0.09541062801932366,0.16651570048309178,0.14779589371980675,0.0,0.003170289855072464,0.36443236714975846
37,albany-ny,2016,0.0,0.05662073097663271,0.0,0.1427501497902936,0.06980227681246255,0.13016776512881964,0.0,0.0,0.0,0.6006590772917915
38,albany-ny,2017,0.0,0.0,0.0,0.2382857142857143,0.10014285714285714,0.21485714285714286,0.1772857142857143,0.0,0.004,0.2654285714285714
39,albany-ny,2018,0.0,0.0,0.0,0.33177132146204313,0.0,0.21524523586379257,0.0,0.0,0.008903467666354265,0.44407997500781005
40,alcorn-state,2014,0.009647319310453898,0.0,0.0,0.22947967736833783,0.0,0.46481100743318043,0.07828562391269966,0.0,0.14739838684168907,0.07037798513363909
41,alcorn-state,2015,0.00968901390842319,0.0,0.0,0.09829660884513206,0.2544147523050477,0.3438037193311455,0.0331301765900922,0.0,0.2542584778871699,0.006407251132989529
42,alcorn-state,2016,0.0,0.0,0.0,0.19375812743823148,0.14499349804941483,0.2795838751625488,0.13003901170351106,0.0,0.10484395318595578,0.1467815344603381
43,alcorn-state,2017,0.0,0.0,0.0,0.07111733582321818,0.1674447556800498,0.2131963896669779,0.12527233115468409,0.0,0.16417678182384066,0.25879240585122937
44,alcorn-state,2018,0.0,0.0,0.0,0.38359121986326017,0.03310543360921195,0.0,0.10039582583663188,0.0,0.13727959697732997,0.34562792371356604
45,american,2014,0.0,0.013733776033806218,0.15922124962269846,0.0,0.07500754603078781,0.11107757319649864,0.2064594023543616,0.0,0.053124056746151525,0.38137639601569573
46,american,2015,0.0,0.0561613144137416,0.0,0.0,0.07587752053771471,0.10022404779686334,0.18999253174010455,0.00044809559372666166,0.1717699775952203,0.4055265123226288
47,american,2016,0.0,0.0,0.002718695026387334,0.23220853990084758,0.19478650247881016,0.07404445865984327,0.0,0.0,0.25011994242763474,0.24612186150647689
48,american,2017,0.0,0.0,0.0,0.018921161825726143,0.1570124481327801,0.13593360995850623,0.18854771784232366,0.0,0.28531120331950205,0.21427385892116182
49,american,2018,0.0,0.0,0.0,0.18215532286212915,0.25719895287958117,0.0,0.0,0.0,0.3243891797556719,0.2362565445026178
50,appalachian-state,2014,0.0,0.0,0.0,0.13555959662754175,0.0,0.3005455447181352,0.31839973549347,0.0,0.06976359728880807,0.17573152587204496
51,appalachian-state,2015,0.0,0.0,0.0,0.1760344827586207,0.02517241379310345,0.1956896551724138,0.004310344827586207,0.0,0.28448275862068967,0.3143103448275862
52,appalachian-state,2016,0.0,0.0,0.0,0.1719077568134172,0.037413320432188354,0.17094017094017094,0.05805515239477504,0.0,0.17271407837445574,0.3889695210449927
53,appalachian-state,2017,0.0,0.02024896265560166,0.0,0.0,0.10473029045643154,0.313195020746888,0.27402489626556015,0.0,0.024896265560165973,0.2629045643153527
54,appalachian-state,2018,0.0,0.028186491756780712,0.0,0.16096436801985464,0.3068604857294806,0.13809608225491934,0.003545470661230278,0.0,0.0,0.3623471015777344
55,arizona,2014,0.0,0.0,0.13245033112582782,0.02090637579535125,0.0,0.35787560057135437,0.18737826256330348,0.0,0.026100506427736658,0.2752889235164264
56,arizona,2015,0.0,0.0,0.1699672131147541,0.003016393442622951,0.0,0.44065573770491806,0.19488524590163933,0.0,0.07763934426229509,0.11383606557377049
57,arizona,2016,0.0,0.02,0.18316546762589928,0.0,0.10705035971223022,0.1385611510791367,0.22589928057553957,0.0,0.04964028776978417,0.27568345323741006
58,arizona,2017,0.0,0.0,0.2019477884485324,0.0585689165426755,0.15419991884214798,0.0,0.24671987014743677,0.0,0.0027052617340727714,0.3358582442851346
59,arizona,2018,0.0,0.0,0.14883939774153074,0.09661229611041405,0.0,0.18491217063989962,0.17565872020075282,0.0,0.08202634880803011,0.31195106649937265
60,arizona-state,2014,0.0,0.0,0.1516728624535316,0.06765799256505577,0.30349442379182157,0.0,0.19211895910780669,0.0,0.08178438661710037,0.20327137546468402
61,arizona-state,2015,0.0,0.0,0.0,0.14038128249566725,0.31499133448873484,0.09777585210860774,0.16132293471981513,0.0,0.03509532062391681,0.25043327556325823
62,arizona-state,2016,0.0,0.0,0.0,0.0,0.25705426356589145,0.20310077519379846,0.15767441860465117,0.0,0.02868217054263566,0.35348837209302325
63,arizona-state,2017,0.0,0.0,0.0,0.10262998790810157,0.0,0.16399637243047158,0.0,0.0,0.010882708585247884,0.722490931076179
64,arizona-state,2018,0.0,0.0,0.0,0.0,0.06436603334625823,0.14579294300116324,0.14288483908491664,0.0,0.011632415664986429,0.6353237689026755
65,arkansas,2014,0.0,0.0,0.05335853445769119,0.0,0.0,0.37249200348938644,0.12474556557138704,0.0,0.07022390229717941,0.37917999418435594
66,arkansas,2015,0.0,0.0,0.05377826806398235,0.011307225592939878,0.0,0.33177054605626033,0.29316050744622174,0.0,0.06922228350799779,0.2407611693325979
67,arkansas,2016,0.0,0.03908045977011494,0.14482758620689656,0.1506513409961686,0.0,0.0,0.13655172413793104,0.0,0.2545593869731801,0.2743295019157088
68,arkansas,2017,0.0,0.0,0.0,0.2499652439872098,0.0,0.13888502710968997,0.10510218267760323,0.0,0.11149728903100237,0.39455025719449466
69,arkansas,2018,0.0,0.0,0.0,0.3280212483399734,0.0,0.11657075402095322,0.15508337022281246,0.0,0.0,0.4003246274162609
70,arkansas-little-rock,2014,0.0,0.0,0.00196969696969697,0.12439393939393939,0.0,0.15409090909090908,0.2686363636363636,0.0,0.3418181818181818,0.10909090909090909
71,arkansas-little-rock,2015,0.0,0.0,0.0,0.08831372549019607,0.0,0.1943529411764706,0.248,0.0,0.15545098039215685,0.31388235294117645
72,arkansas-little-rock,2016,0.0,0.0,0.0,0.11902742437093582,0.0,0.29657902176986145,0.15168221656771275,0.0,0.10630477806050326,0.3264065592309867
73,arkansas-little-rock,2017,0.0,0.0,0.0,0.09457364341085271,0.05550387596899225,0.3953488372093023,0.0,0.00062015503875969,0.059224806201550385,0.39472868217054263
74,arkansas-little-rock,2018,0.0,0.0,0.0,0.2835128417564209,0.057829328914664455,0.0,0.24308202154101077,0.0,0.1671913835956918,0.2483844241922121
75,arkansas-pine-bluff,2014,0.0,0.0008061915511125443,0.0,0.23202192841019026,0.0,0.18397291196388263,0.17752337955498226,0.0,0.27346017413737506,0.13221541438245726
76,arkansas-pine-bluff,2015,0.0,0.042483660130718956,0.0,0.20510426392779335,0.0,0.08807967631497043,0.15468409586056645,0.0,0.11749144102085278,0.39215686274509803
77,arkansas-pine-bluff,2016,0.0,0.06355676328502416,0.07653985507246377,0.10507246376811594,0.04121376811594203,0.10552536231884058,0.0,0.0,0.3214070048309179,0.2866847826086957
78,arkansas-pine-bluff,2017,0.0,0.04720194647201947,0.0,0.07120843471208435,0.0,0.23309002433090023,0.0,0.0,0.291970802919708,0.35652879156528794
79,arkansas-pine-bluff,2018,0.0,0.022017160433867575,0.0,0.10976202039825157,0.0,0.3066213372187146,0.015541525012141816,0.0,0.1850412821758135,0.36101667476121097
80,arkansas-state,2014,0.0,0.0,0.0,0.06371654501216545,0.01824817518248175,0.2918187347931874,0.20666058394160583,0.0,0.0,0.4195559610705596
81,arkansas-state,2015,0.0,0.0,0.07418803418803419,0.14547008547008547,0.0,0.1776068376068376,0.13264957264957264,0.0,0.10512820512820513,0.36495726495726494
82,arkansas-state,2016,0.0,0.0,0.0683909869882577,0.037131069501745474,0.0,0.24103459219295462,0.1539193906696287,0.0,0.3095842589654078,0.18993970168200572
83,arkansas-state,2017,0.0,0.0,0.0,0.0577431906614786,0.0,0.08093385214007782,0.14054474708171205,0.0,0.34381322957198446,0.3769649805447471
84,arkansas-state,2018,0.0,0.0,0.0,0.08156303302837649,0.10172119708481935,0.10420220189176617,0.09939525507830671,0.0,0.24685997829120793,0.3662583346255233
85,army,2014,0.0,0.01551751719724844,0.13453847384418494,0.04543273076307791,0.2706766917293233,0.0,0.12446008638617821,0.0,0.18397056470964646,0.22540393537034076
86,army,2015,0.0,0.009876543209876543,0.12823045267489713,0.0594238683127572,0.28411522633744857,0.02139917695473251,0.19868312757201645,0.0,0.11374485596707819,0.18452674897119342
87,army,2016,0.0,0.0035555555555555557,0.11822222222222223,0.05437037037037037,0.39155555555555555,0.0,0.19777777777777777,0.0,0.06696296296296296,0.16755555555555557
88,army,2017,0.0,0.009420849420849422,0.0,0.10779922779922779,0.1654054054054054,0.08277992277992278,0.30532818532818534,0.0,0.14563706563706563,0.18362934362934363
89,army,2018,0.0,0.02107534019249917,0.0,0.04795884500497843,0.2004646531695984,0.12263524726186525,0.153667441088616,0.0,0.1893461666113508,0.26485230667109194
90,auburn,2014,0.0,0.18864468864468864,0.0,0.20795870795870797,0.01948051948051948,0.0,0.20529470529470528,0.0,0.0004995004995004995,0.37812187812187814
91,auburn,2015,0.0,0.028975265017667843,0.0,0.0,0.16084805653710246,0.14459363957597174,0.23519434628975264,0.0,0.15985865724381626,0.27053003533568903
92,auburn,2016,0.0,0.0,0.0,0.0017670682730923696,0.10698795180722892,0.36481927710843376,0.0891566265060241,0.0,0.19694779116465863,0.24032128514056225
93,auburn,2017,0.0,0.0,0.0,0.10039761431411531,0.13767395626242546,0.0798542080848244,0.2140490390987409,0.0,0.0912856196156395,0.37673956262425445
94,auburn,2018,0.0,0.0,0.0,0.09088235294117647,0.10794117647058823,0.19647058823529412,0.23823529411764705,0.0,0.00926470588235294,0.35720588235294115
95,austin-peay,2014,0.0,0.0,0.15113598946328613,0.060915377016792886,0.11030622324662497,0.18999012183075403,0.22044781033915048,0.0,0.057951926243002966,0.20925255186038855
96,austin-peay,2015,0.0,0.0,0.17230461589735044,0.017330444925845692,0.19596733877687053,0.12647892017997,0.3311114814197634,0.0,0.039493417763706046,0.11731378103649391
97,austin-peay,2016,0.0,0.0,0.16616438356164384,0.013561643835616439,0.0,0.1232876712328767,0.18246575342465754,0.0,0.20904109589041095,0.30547945205479454
98,austin-peay,2017,0.0,0.0,0.0,0.24213991769547324,0.0,0.15753086419753087,0.0,0.0,0.12016460905349795,0.48016460905349795
99,austin-peay,2018,0.0,0.02199113535629049,0.0,0.0,0.14200477326968974,0.23082168428230482,0.005284691442209342,0.0,0.1431980906921241,0.45669962495738153
100,ball-state,2014,0.0,0.0,0.01583673469387755,0.15689795918367347,0.0,0.3363265306122449,0.16016326530612246,0.0,0.16783673469387755,0.16293877551020408
101,ball-state,2015,0.0,0.0,0.0037532637075718017,0.019255874673629242,0.2296018276762402,0.34089425587467365,0.24233028720626631,0.0,0.0,0.1641644908616188
102,ball-state,2016,0.0,0.03020979020979021,0.0,0.0008391608391608392,0.2213986013986014,0.3559440559440559,0.14853146853146854,0.0,0.0,0.24307692307692308
103,ball-state,2017,0.0,0.01652413393245398,0.13074358602696043,0.0,0.05493549789824612,0.22017683722278591,0.14697782287288014,0.0,0.0,0.4306421220466734
104,ball-state,2018,0.0,0.0,0.12913191226444237,0.0,0.19184430027803523,0.12604263206672844,0.14813098548038306,0.0,0.1791782514674081,0.22567191844300277
105,baylor,2014,0.0,0.0002598077422707197,0.1383476227591582,0.0,0.1363990646921278,0.3052740971680956,0.2843595739153027,0.0,0.0,0.13535983372304494
106,baylor,2015,0.0,0.0,0.0,0.0,0.2836496350364964,0.28963503649635036,0.2983941605839416,0.0,0.12832116788321168,0.0
107,baylor,2016,0.0,0.0,0.0,0.0,0.1544502617801047,0.2821407795229785,0.35034904013961604,0.0,0.0,0.21305991855730075
108,baylor,2017,0.0,0.0,0.0,0.0,0.04014285714285714,0.3555714285714286,0.291,0.0,0.0,0.3132857142857143
109,baylor,2018,0.0,0.0,0.0,0.0,0.12492510485320552,0.4658478130617136,0.1189334931096465,0.0,0.0,0.2902935889754344
110,belmont,2014,0.0,0.0,0.016525482571865018,0.0,0.15497847521177613,0.10429107068462713,0.13942507985002084,0.0,0.23885571448409942,0.3459241771976114
111,belmont,2015,0.02272038776128446,0.0,0.0,0.006513177824901545,0.17540139351711603,0.02817328082399273,0.21084519842471977,0.0,0.22553771584368373,0.33080884580430175
112,belmont,2016,0.0,0.0,0.014630350194552529,0.005136186770428016,0.1645136186770428,0.0398443579766537,0.1382101167315175,0.0,0.2768871595330739,0.3607782101167315
113,belmont,2017,0.0,0.01693227091633466,0.015106241699867198,0.0,0.21148738379814078,0.15355245683930943,0.2106573705179283,0.0,0.22709163346613545,0.1651726427622842
114,belmont,2018,0.05251908396946565,0.044274809160305344,0.0,0.0,0.35755725190839693,0.07053435114503817,0.16549618320610687,0.0,0.07618320610687022,0.2334351145038168
115,bethune-cookman,2014,0.0,0.09843435126337002,0.0,0.04619438846690436,0.0,0.09471399782979383,0.22849170671213764,0.0,0.10215470469694621,0.4300108510308479
116,bethune-cookman,2015,0.0,0.09357912826120919,0.0,0.08967348851741916,0.0,0.1404468051866896,0.08951726292766755,0.0,0.14888298703327604,0.43790032807373847
117,bethune-cookman,2016,0.0,0.0,0.0,0.11027027027027027,0.0,0.26501930501930504,0.0,0.0,0.1318918918918919,0.49281853281853283
118,bethune-cookman,2017,0.0,0.0,0.0,0.1789441375076734,0.0,0.0,0.25076734192756295,0.0001534683855125844,0.2104051565377532,0.3597298956414979
119,bethune-cookman,2018,0.0,0.0,0.0,0.0546984572230014,0.0,0.27692067944522364,0.25588281128253076,0.0,0.266323827333645,0.14617422471559918
120,binghamton,2014,0.0,0.0,0.0,0.15182119205298014,0.09701986754966888,0.075,0.15745033112582782,0.0,0.3736754966887417,0.14503311258278145
121,binghamton,2015,0.0,0.0,0.0,0.14287937743190662,0.10334630350194553,0.15735408560311284,0.1506614785992218,0.0,0.4457587548638132,0.0
122,binghamton,2016,0.0,0.0,0.0,0.11867219917012448,0.08,0.23518672199170124,0.21178423236514524,0.0,0.16199170124481327,0.19236514522821577
123,binghamton,2017,0.0,0.0,0.0,0.1290272373540856,0.0622568093385214,0.20949416342412452,0.13976653696498054,0.0,0.1473929961089494,0.3120622568093385
124,binghamton,2018,0.0,0.0,0.0,0.07813016187644532,0.09646514701024116,0.3121902874132805,0.2333994053518335,0.0,0.01007598282127519,0.26973901552692436
125,boise-state,2014,0.0,0.0,0.0,0.004492102593826982,0.08839298652369222,0.1556296188958122,0.2631502680770903,0.0,0.09636284596435299,0.3919721779452253
126,boise-state,2015,0.0,0.0,0.02368231046931408,0.05010830324909747,0.27292418772563176,0.0,0.16693140794223826,0.0,0.292129963898917,0.19422382671480146
127,boise-state,2016,0.0,0.023872267865447216,0.0,0.012401178111920633,0.157029917842195,0.18787784839559757,0.2779414044334212,0.0,0.09533405673538986,0.2455433266160285
128,boise-state,2017,0.0,0.04125,0.0,0.08078125,0.154375,0.07109375,0.14265625,0.0,0.1209375,0.38890625
129,boise-state,2018,0.0,0.034923076923076925,0.0,0.136,0.14015384615384616,0.0,0.1256923076923077,0.0,0.1290769230769231,0.43415384615384617
130,boston-college,2014,0.0,0.029889638258736972,0.0,0.14791538933169834,0.07050889025137952,0.154659717964439,0.16554261189454322,0.0,0.07219497240956468,0.35928877988963825
131,boston-college,2015,0.0,0.12063394368364364,0.0,0.23295891675642408,0.0,0.0,0.1487921218649023,0.0,0.14525311586397907,0.3523619018310509
132,boston-college,2016,0.0,0.0,0.1327213318811265,0.155904776723199,0.33110315854986777,0.009180021783102536,0.0,0.0,0.06037031274311498,0.31072039831958925
133,boston-college,2017,0.0,0.020940771995624316,0.0,0.2744178777934052,0.16065010157837162,0.07313642756680731,0.0,0.0,0.032817627754336616,0.4380371933114549
134,boston-college,2018,0.0,0.0,0.0,0.250848896434635,0.03593661573288059,0.16072439162422184,0.1891624221844935,0.0,0.001697792869269949,0.3616298811544992
135,boston-university,2014,0.0,0.0,0.0,0.10195747077876355,0.10040839318405859,0.17237008871989862,0.1534995071116744,0.0,0.09449373327700324,0.3772708069286016
136,boston-university,2015,0.0,0.04909090909090909,0.0,0.034545454545454546,0.0,0.26975206611570246,0.2049586776859504,0.0,0.05884297520661157,0.3828099173553719
137,boston-university,2016,0.0,0.06691992986557568,0.0,0.04529514903565167,0.0,0.24649327878433663,0.18176504967855056,0.0,0.034921098772647576,0.42460549386323787
138,boston-university,2017,0.0,0.011846153846153847,0.0,0.019384615384615386,0.12430769230769231,0.23015384615384615,0.19030769230769232,0.0,0.024307692307692308,0.3996923076923077
139,boston-university,2018,0.0,0.0572488308337365,0.0,0.0,0.15610385421706177,0.16706982744718593,0.08079342041606193,0.0,0.2914046121593291,0.24737945492662475
140,bowling-green-state,2014,0.0,0.02278716478065416,0.0,0.03828863742055495,0.0,0.47992559293132847,0.2629049759727174,0.0,0.027127577119826385,0.1689660517749186
141,bowling-green-state,2015,0.0,0.0,0.026109266525807424,0.15273166314518563,0.0713854512526411,0.13462118925445216,0.1892544521581648,0.0,0.04437066103229701,0.38152731663145184
142,bowling-green-state,2016,0.006029411764705882,0.0,0.0,0.01411764705882353,0.0,0.3185294117647059,0.20838235294117646,0.0,0.1648529411764706,0.28808823529411764
143,bowling-green-state,2017,0.0,0.0,0.0,0.07888631090487239,0.0,0.12173240525908739,0.10997679814385151,0.0,0.21500386697602475,0.47440061871616396
144,bowling-green-state,2018,0.0,0.013977770293027955,0.0,0.14482990906028967,0.0,0.14482990906028967,0.12967329067025934,0.0,0.14819804648029639,0.418491074435837
145,bradley,2014,0.0,0.06987650461153666,0.0,0.12130686259183993,0.17664530248554008,0.1667969360637799,0.17742691886821949,0.0,0.15585430670626857,0.13209316867281537
146,bradley,2015,0.0,0.04491196657714115,0.0,0.25589376305580425,0.20322291853178157,0.04282303789913459,0.25111906893464636,0.0,0.017755893763055804,0.1842733512384363
147,bradley,2016,0.0,0.032243063090993646,0.0,0.14214850410789026,0.17175631685010076,0.1195163540536351,0.2038443652146954,0.0,0.33049139668268485,0.0
148,bradley,2017,0.0,0.1059622641509434,0.0,0.03516981132075472,0.09977358490566038,0.12166037735849057,0.08633962264150943,0.0,0.2944905660377358,0.25660377358490566
149,bradley,2018,0.0,0.09106060606060606,0.0,0.0018181818181818182,0.05,0.23454545454545456,0.3112121212121212,0.0,0.18272727272727274,0.12863636363636363
150,brigham-young,2014,0.0,0.0,0.0,0.21732416116804718,0.0,0.11820861996349853,0.29341569563386216,0.0,0.05419065000701952,0.31686087322757267
151,brigham-young,2015,0.0,0.07887323943661972,0.04338028169014085,0.1776056338028169,0.0,0.0,0.18676056338028169,0.0,0.005774647887323943,0.5076056338028169
152,brigham-young,2016,0.0,0.0,0.07797979797979798,0.08404040404040404,0.019528619528619527,0.16336700336700336,0.1682154882154882,0.0,0.07097643097643097,0.41589225589225587
153,brigham-young,2017,0.0,0.012647058823529412,0.0,0.10838235294117647,0.0,0.3201470588235294,0.09588235294117647,0.0,0.05985294117647059,0.40308823529411764
154,brigham-young,2018,0.0,0.0,0.0,0.0729431721798134,0.035623409669211195,0.22476675148430875,0.1692111959287532,0.0,0.3132598247102064,0.1841956460277071
155,brown,2014,0.0,0.0,0.10241066849034022,0.003590357326038639,0.0,0.2815865959993161,0.1472046503675842,0.0,0.20995041887502136,0.25525730894169946
156,brown,2015,0.0,0.0,0.14506024096385542,0.005461847389558233,0.008995983935742972,0.24883534136546184,0.1508433734939759,0.0,0.3081124497991968,0.13269076305220884
157,brown,2016,0.0,0.0,0.0,0.05280701754385965,0.05017543859649123,0.16350877192982455,0.3131578947368421,0.0,0.21333333333333335,0.20701754385964913
158,brown,2017,0.0,0.0,0.0018333333333333333,0.0175,0.183,0.18983333333333333,0.3263333333333333,0.0,0.2005,0.081
159,brown,2018,0.0,0.0,0.0,0.2726776949645519,0.0,0.036538811125249954,0.16651517905835303,0.0,0.22377749500090893,0.3004908198509362
160,bryant,2014,0.0,0.0,0.0,0.04990700557966522,0.0,0.26456912585244885,0.2854928704277743,0.0,0.17932424054556725,0.22070675759454433
161,bryant,2015,0.0,0.0,0.0,0.0602486452024227,0.028211667197959835,0.1531718202103921,0.1818616512591648,0.0,0.16703857188396556,0.409467644246095
162,bryant,2016,0.0,0.0,0.0,0.02928,0.04784,0.26464,0.2096,0.0,0.14208,0.30656
163,bryant,2017,0.0,0.0,0.0,0.07285171102661597,0.02844106463878327,0.19863117870722433,0.20106463878326997,0.0,0.05596958174904943,0.443041825095057
164,bryant,2018,0.0,0.0,0.0,0.08160642570281125,0.03839357429718875,0.19839357429718876,0.23052208835341365,0.0,0.1121285140562249,0.3389558232931727
165,bucknell,2014,0.0,0.004833333333333334,0.0,0.022333333333333334,0.0,0.23433333333333334,0.18016666666666667,0.0,0.104,0.4543333333333333
166,bucknell,2015,0.0,0.02681159420289855,0.12014492753623189,0.0836231884057971,0.0,0.11434782608695652,0.1736231884057971,0.0,0.11028985507246376,0.37115942028985505
167,bucknell,2016,0.005060088551549652,0.0,0.13725490196078433,0.006483238456672992,0.08886780518659076,0.06024667931688805,0.21726755218216318,0.0,0.23228969006957623,0.2525300442757748
168,bucknell,2017,0.0,0.0,0.187,0.06285714285714286,0.14871428571428572,0.04114285714285714,0.15128571428571427,0.0,0.17342857142857143,0.23557142857142857
169,bucknell,2018,0.0,0.010627603044664657,0.14375987361769352,0.11776533103547322,0.15984489444205083,0.07295705873904926,0.15208961654459285,0.0,0.25118483412322273,0.09177078845325291
170,buffalo,2014,0.0,0.0,0.0,0.0,0.14626609442060085,0.27330472103004294,0.28703862660944207,0.0,0.1443776824034335,0.14901287553648068
171,buffalo,2015,0.0,0.0,0.0,0.058787878787878785,0.1143939393939394,0.2589393939393939,0.32015151515151513,0.0,0.11727272727272728,0.13045454545454546
172,buffalo,2016,0.0,0.0,0.0,0.15134751773049646,0.0950354609929078,0.0022695035460992908,0.12808510638297874,0.0,0.08794326241134752,0.5353191489361702
173,buffalo,2017,0.0,0.0,0.0,0.13058365758754864,0.3067704280155642,0.24607003891050583,0.18272373540856032,0.0,0.0,0.133852140077821
